,车牌号,车牌颜色,车辆种类,是否为运政车辆,辖区省,辖区市,辖区县,辖区镇,业户代码,业户名称,运营商代码,运营商名称,设备编码,终端类型,首次上传时间,最近定位时间,最近经度,最近纬度,GPS安装情况,是否上传GPS数据,年审日期,状态
105,粤GM8813,黄色,重型货车,是,广东,湛江,雷州,白沙,G2012206,蔡吉秀,1443364875,广州航德信息科技有限公司,10476,北斗,2013/6/17 0:00:00,2018-11-02 19:08:36,110.1262,20.4404,已安装符合部标+北斗,是,2018-03-06,营运
106,粤G45202,黄色,重型货车,是,广东,湛江,霞山,,G1000766,湛江市港恒货运服务有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/2/27 15:47:05,2018-11-02 19:09:10,110.3859,21.1743,已安装符合部标+北斗,是,2018-03-07,营运
107,粤G45202,黄色,重型货车,是,广东,湛江,霞山,,G1000766,湛江市港恒货运服务有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/2/27 15:47:05,2018-11-02 19:09:10,110.3859,21.1743,已安装符合部标+北斗,是,2018-03-07,营运
108,粤GM8808,黄色,客运班车,是,广东,湛江,雷州,,G2000004,雷州市第一运输公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2013/6/26 0:00:00,2018-11-02 19:09:20,110.0927,20.7973,已安装符合部标+北斗,是,2018-09-04,营运
109,粤G23888,黄色,重型货车,是,广东,湛江,遂溪,遂城,G6010624,陈志伟,1443364875,广州航德信息科技有限公司,10476,北斗,2016/9/9 0:00:00,2018-11-02 19:09:15,110.2151,21.402,已安装符合部标+北斗,是,2018-08-15,营运
110,粤GJ2875,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2011/2/24 0:00:00,2018-11-02 19:08:48,110.147,20.3498,已安装符合部标+北斗,是,2018-06-01,营运
111,粤GJ1542,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/2/14 17:05:45,2018-11-02 19:08:53,110.0551,20.9522,已安装符合部标+北斗,是,2018-09-18,营运
112,粤G58520,黄色,重型货车,是,广东,湛江,赤坎,,G1048002,黄兴仔,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/8/15 15:00:26,2018-11-02 19:09:57,110.4058,21.2851,已安装符合部标+北斗,是,2018-10-12,营运
113,粤G45217,黄色,,否,广东,湛江,,,,,1441500007,,,未知,2018/9/28 16:07:15,2018-11-02 19:09:20,110.3774,21.2875,其他,是,,
114,粤G45217,黄色,旅游包车,是,广东,湛江,霞山,,G1000055,湛江市运达旅游汽车出租有限公司,1441500007,,10451,北斗,2017/10/10 5:04:59,2018-11-02 19:09:20,110.3774,21.2875,已安装符合部标+北斗,是,2015-08-18,注销
115,粤G45213,黄色,重型货车,是,广东,湛江,麻章,麻章,G1030174,湛江市华泰物流有限公司,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/4/20 9:13:23,2018-11-02 19:09:52,110.1524,21.64,已安装符合部标,是,2018-04-20,营运
116,粤G45213,黄色,重型货车,是,广东,湛江,赤坎,,G1035662,钟马,,,,未知,2011/5/5 16:00:38,2018-11-02 19:09:52,110.1524,21.64,其他,是,2011-04-27,注销
117,粤GR1666,黄色,重型货车,是,广东,湛江,遂溪,黄略,G6012520,王智雄,1443364875,广州航德信息科技有限公司,10476,北斗,2016/10/10 0:00:00,2018-11-02 19:08:09,110.3723,21.1522,已安装符合部标+北斗,是,2018-06-19,营运
118,粤G95W13,蓝色,出租客运,是,广东,湛江,廉江,,G3000022,廉江市江城小汽车服务公司,1443364866,广东恒慧信息科技有限公司,10044,DB44,2018/1/12 14:35:47,2018-11-02 19:04:22,110.2633,21.5902,其他,是,2018-01-18,营运
119,粤G46519,黄色,重型货车,是,广东,湛江,霞山,,G1027969,黎玉光,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2017/5/6 11:26:04,2018-11-02 19:10:04,112.7331,22.4282,已安装符合部标+北斗,是,2018-09-19,营运
120,粤G46519,蓝色,普通货运,是,广东,湛江,麻章,麻章,G1012231,蒋丽芳,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2010-05-04,注销
121,粤G46515,黄色,重型货车,是,广东,湛江,霞山,,G1033348,湛江新边贸易有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/8/10 17:18:24,2018-11-02 19:09:21,110.3855,21.1549,已安装符合部标+北斗,是,2018-05-22,营运
122,粤GE1286,黄色,,否,广东,湛江,,,,,1443364875,广州航德信息科技有限公司,10476,北斗,2018/7/21 17:33:06,2018-11-02 19:10:18,110.0565,20.9417,已安装符合部标+北斗,是,,
123,粤GE1286,蓝色,普通货运,是,广东,湛江,坡头,南三,G1044022,郑宇加,,,,未知,,2013/11/9 9:01:11,0,0,其他,是,2015-06-25,注销
124,粤GJ2892,黄色,重型货车,是,广东,湛江,徐闻,迈陈,G5000957,陈家永,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/10 17:05:57,2018-11-02 03:25:27,110.15,20.347,已安装符合部标+北斗,是,2018-02-12,营运
125,粤GJ2899,黄色,重型货车,是,广东,湛江,徐闻,西连,G5003717,罗门,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/6/1 20:29:53,2018-11-02 19:09:18,113.156,22.565,已安装符合部标+北斗,是,2018-09-28,营运
126,粤GM8820,黄色,客运班车,是,广东,湛江,雷州,,G1000041,雷州市第三客运公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10877,北斗,2013/6/26 0:00:00,2018-11-02 19:10:26,110.2377,20.8172,已安装符合部标+北斗,是,2018-09-14,营运
127,粤G47850,黄色,重型货车,是,广东,湛江,霞山,,G1034274,湛江市天腾物流有限公司,1443364880,湛江博佳电子科技有限公司,10765,北斗,2018/7/26 23:48:13,2018-11-02 19:10:41,110.3838,21.1577,已安装符合部标+北斗,是,2018-09-28,营运
128,粤G46522,黄色,客运班车,是,广东,湛江,霞山,,G1000040,广东省湛江市交通运输集团客运有限公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2011/1/13 0:00:00,2018-11-02 19:10:34,110.3871,21.1977,已安装符合部标+北斗,是,2018-02-23,营运
129,粤G46522,蓝色,普通货运,是,广东,湛江,霞山,,G1012194,吴珠惠,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2015-03-09,注销
130,粤G47852,黄色,重型货车,是,广东,湛江,麻章,麻章,G1042190,李怡明,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/9/14 11:12:43,2018-11-02 19:11:05,110.0603,21.1804,已安装符合部标,是,2018-09-17,营运
131,粤GM8827,黄色,客运班车,是,广东,湛江,雷州,,G2000001,广东省湛江汽车运输集团有限公司五0五车队,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2013/7/19 0:00:00,2018-11-02 10:55:41,110.0488,20.9227,已安装符合部标+北斗,是,2018-08-02,营运
132,粤G46576,黄色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/5/18 11:45:35,2018-11-02 19:10:41,110.1534,21.0635,已安装符合部标+北斗,是,,
133,粤G46576,蓝色,普通货运,是,广东,湛江,赤坎,,G1007316,王庚,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2018-06-14,营运
134,粤GK4808,黄色,,否,广东,湛江,,,,,1443364867,湛江市盈仁电子科技有限公司,10730,北斗,2015/12/30 14:29:28,2015/12/30 15:46:30,109.9919,20.3342,已安装符合部标+北斗,是,,
135,粤GK4808,蓝色,出租客运,是,广东,湛江,徐闻,徐城,G5002548,徐闻县金源出租车有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 16:05:37,2018-11-02 19:10:10,110.4385,20.4448,已安装符合部标+北斗,是,2018-08-22,营运
136,粤GK7085,黄色,重型货车,是,广东,湛江,遂溪,草潭,G6023813,何红,1443364875,广州航德信息科技有限公司,10476,北斗,2018/5/14 12:30:04,2018-11-01 17:46:37,110.2326,21.3593,已安装符合部标+北斗,是,2018-05-14,营运
137,粤GK7080,黄色,重型货车,是,广东,湛江,雷州,白沙,G2007929,何志中,1443364875,广州航德信息科技有限公司,10476,北斗,2010/12/3 0:00:00,2018-11-02 19:10:33,110.0414,20.9686,已安装符合部标+北斗,是,2018-10-24,营运
138,粤G57228,黄色,重型货车,是,广东,湛江,赤坎,,G1031573,湛江市赤坎运丰货运有限公司,1443364869,湛江丽普盾高新科技有限公司,10765,北斗,2017/6/3 5:45:55,2018-11-02 19:05:23,110.386,21.1745,已安装符合部标+北斗,是,2018-08-29,营运
139,粤G57226,黄色,重型货车,是,广东,湛江,开发区,东山,G1047265,王就武,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2016/4/22 0:00:00,2018-11-01 18:32:32,110.4203,21.022,已安装符合部标,是,2018-06-13,营运
140,粤G57222,黄色,重型货车,是,广东,湛江,麻章,湖光,G1047222,陈秋来,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2011/9/26 0:00:00,2018-11-01 21:16:14,110.3979,21.1709,已安装符合部标+北斗,是,2018-02-23,营运
141,粤GK7076,黄色,重型货车,是,广东,湛江,徐闻,徐城,G5003971,徐闻县富华物流有限公司,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/9/19 10:26:05,2018-11-02 19:11:21,110.4728,21.0183,已安装符合部标+北斗,是,2018-06-21,营运
142,粤GK7078,黄色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2018/7/16 17:52:13,2018-11-02 19:10:01,110.3966,21.2476,已安装符合部标+北斗,是,,
143,粤GK7078,蓝色,,否,广东,湛江,,,,,1443364874,湛江市东海恒诚交通科技有限公司,10162,JT808,,,0,0,未安装,否,,
144,粤GK7079,黄色,重型货车,是,广东,湛江,遂溪,岭北,G6013237,李美琴,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/9/27 21:35:11,2018/10/30 14:10:57,110.2703,21.3087,已安装符合部标+北斗,是,2017-09-30,营运
145,粤G46579,黄色,重型货车,是,广东,湛江,麻章,麻章,G1037288,郭忠,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2016/10/30 17:04:47,2018-11-02 19:11:31,110.7442,21.6736,已安装符合部标+北斗,是,2018-09-18,营运
146,粤G45248,黄色,,否,广东,湛江,,,,,1441500007,,,未知,2018/9/28 16:07:15,2018-11-02 19:11:50,110.3832,21.0264,其他,是,,
147,粤G45248,黄色,旅游包车,是,广东,湛江,霞山,,G1000055,湛江市运达旅游汽车出租有限公司,1441500007,,10451,北斗,2017/11/18 23:36:45,2018-11-02 19:11:50,110.3832,21.0264,已安装符合部标+北斗,是,2014-08-28,注销
148,粤G45247,黄色,危险货运,是,广东,湛江,霞山,,G1004682,湛江市恒远运输有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10413,北斗,2011/6/14 0:00:00,2018-11-02 19:11:45,113.4,24.9814,已安装符合部标+北斗,是,2018-07-13,营运
149,粤G45256,黄色,,否,广东,湛江,,,,,1441500007,,,未知,2018/2/17 8:22:19,2018-11-02 19:10:19,110.4068,21.2007,其他,是,,
150,粤G45256,黄色,旅游包车,是,广东,湛江,霞山,,G1000055,湛江市运达旅游汽车出租有限公司,1441500007,,10451,北斗,2017/10/10 5:04:43,2018-11-02 19:10:19,110.4068,21.2007,已安装符合部标+北斗,是,2015-06-26,注销
151,粤G45253,黄色,旅游包车,是,广东,湛江,霞山,,G1000055,湛江市运达旅游汽车出租有限公司,1441500007,,,未知,2018/2/24 6:57:59,2018/10/5 1:46:05,110.4067,21.2009,其他,是,2015-03-25,注销
152,粤G45250,黄色,,否,广东,湛江,,,,,1441500007,,,未知,2018/1/11 12:11:53,2018-11-02 19:12:10,110.4438,21.0033,其他,是,,
153,粤G45250,黄色,旅游包车,是,广东,湛江,霞山,,G1000055,湛江市运达旅游汽车出租有限公司,1441500007,,10451,北斗,2017/10/10 5:04:48,2018-11-02 19:12:10,110.4438,21.0033,已安装符合部标+北斗,是,2014-10-23,注销
154,粤GJ2831,黄色,客运班车,是,广东,湛江,徐闻,海安,G5000016,新国线集团（徐闻）运输有限公司,1443364866,广东恒慧信息科技有限公司,10890,北斗,2010/11/24 0:00:00,2018-11-02 19:03:17,110.2088,20.2759,已安装符合部标+北斗,是,2018-01-31,营运
155,粤GK7095,黄色,重型货车,是,广东,湛江,遂溪,岭北,G6023706,黄玉坚,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2018/4/29 13:42:54,2018-11-02 19:12:33,110.2502,21.26,已安装符合部标,是,2018-05-04,营运
156,粤GK7096,黄色,客运班车,是,广东,湛江,徐闻,徐城,G5000009,徐闻县湛闻汽车运输有限责任公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/9/20 12:13:14,2018-11-02 19:08:20,110.1595,20.3386,已安装符合部标+北斗,是,2018-05-23,营运
157,粤GK7090,黄色,重型货车,是,广东,湛江,徐闻,迈陈,G5000524,黄大亚,1443364866,广东恒慧信息科技有限公司,10476,北斗,2017/10/30 15:07:55,2018-11-02 19:12:30,112.1551,21.9981,已安装符合部标+北斗,是,2018-10-25,营运
158,粤GK7091,黄色,重型货车,是,广东,湛江,遂溪,河头,G6013357,王丽平,1443364875,广州航德信息科技有限公司,10476,北斗,2017/11/15 13:01:49,2018-11-02 19:12:36,109.9952,21.0493,已安装符合部标+北斗,是,2018-01-26,营运
159,粤G57237,黄色,重型货车,是,广东,湛江,赤坎,,G1040418,湛江中粤储运有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2016/4/18 0:00:00,2018-11-02 19:10:20,110.2042,21.3996,已安装符合部标+北斗,是,2018-07-19,营运
160,粤G87A71,蓝色,出租客运,是,广东,湛江,城区,,G1045849,湛江市翠园出租汽车有限公司,1443364869,湛江丽普盾高新科技有限公司,10150,JT808,2017/8/15 16:27:15,2018-11-02 19:12:46,110.3633,21.2474,已安装符合部标,是,2018-01-03,营运
161,粤G87A72,蓝色,出租客运,是,广东,湛江,城区,,G1045849,湛江市翠园出租汽车有限公司,1443364869,湛江丽普盾高新科技有限公司,10150,JT808,2017/8/15 16:27:15,2018-11-02 19:12:40,110.3882,21.2144,已安装符合部标,是,2018-01-16,营运
162,粤GK7088,黄色,重型货车,是,广东,湛江,开发区,东简,G1059748,叶保卿,1443364875,广州航德信息科技有限公司,10476,北斗,2011/9/7 0:00:00,2018-11-02 19:12:34,110.4477,21.0491,已安装符合部标+北斗,是,2018-07-31,营运
163,粤GK7088,蓝色,普通货运,是,广东,湛江,徐闻,徐城,G5003024,赵成飞,,,,未知,,2012/2/17 9:00:38,0,0,其他,是,2012-08-08,注销
164,粤GK7089,黄色,重型货车,是,广东,湛江,霞山,,G1048034,广东中铭物流有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/8/7 0:00:00,2018-11-02 19:11:51,110.8515,21.6836,已安装符合部标+北斗,是,2018-09-27,营运
165,粤GK7089,蓝色,普通货运,是,广东,湛江,徐闻,城北,G5003015,周展航,,,,未知,,2012/1/20 9:00:24,0,0,其他,是,2012-01-19,注销
166,粤GE1296,黄色,重型货车,是,广东,湛江,雷州,雷城,G2012061,雷州市腾发运输有限公司,1443364875,广州航德信息科技有限公司,10476,北斗,2016/10/21 0:00:00,2018-11-02 19:13:00,112.5417,22.8075,已安装符合部标+北斗,是,2018-07-12,营运
167,粤GE1296,蓝色,普通货运,是,广东,湛江,坡头,官渡,G1041190,庞世华,,,,未知,,2013/11/12 9:00:51,0,0,其他,是,2018-06-27,营运
168,粤G46588,黄色,客运班车,是,广东,湛江,麻章,,A1077085,湛江市麻章区湛达运输有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2017/8/15 10:22:12,2018-11-02 19:12:27,110.738,21.572,已安装符合部标+北斗,是,2018-08-29,营运
169,粤G47887,黄色,危险货运,是,广东,湛江,徐闻,西连,G1057900,徐闻赛德物流有限公司,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2018/7/8 16:44:06,2018-11-02 19:10:40,113.4339,22.7316,已安装符合部标+北斗,是,,营运
170,粤G47888,黄色,重型货车,是,广东,湛江,霞山,,G1035961,湛江市鸿燊运输有限公司,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2011/7/29 0:00:00,2018/11/1 9:56:43,110.3876,21.175,已安装符合部标+北斗,是,2018-10-26,营运
171,粤G57209,黄色,重型货车,是,广东,湛江,麻章,湖光,G1027892,陈伟平,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10765,北斗,2016/4/11 0:00:00,2018-11-02 19:13:18,112.4801,22.3316,已安装符合部标+北斗,是,2018-09-10,营运
172,粤G57205,黄色,重型货车,是,广东,湛江,霞山,,G1048312,陈亚统,1443364879,湛江市瑞德电子科技有限公司,10874,北斗,2010/1/15 0:00:00,2018-11-02 19:12:22,110.724,21.5642,已安装符合部标+北斗,是,2018-04-27,营运
173,粤G57206,黄色,重型货车,是,广东,湛江,赤坎,,G1045748,肇庆市浩锋货物运输有限公司湛江分公司,1443364872,湛江粤嘉电子科技有限公司,10765,北斗,2016/4/8 0:00:00,2018-11-02 19:12:55,110.3526,21.1596,已安装符合部标+北斗,是,2018-05-15,营运
174,粤G57201,黄色,重型货车,是,广东,湛江,霞山,,G1004776,邱小山,1443364874,湛江市东海恒诚交通科技有限公司,10476,北斗,2017/5/17 8:57:39,2018-11-02 19:10:58,110.2911,21.2435,已安装符合部标+北斗,是,2018-01-24,营运
175,粤G57201,蓝色,普通货运,是,广东,湛江,麻章,麻章,G1028489,梁树君,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2013-02-22,注销
176,粤G58530,黄色,重型货车,是,广东,湛江,开发区,东简,G1042722,吴祥智,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/1/13 0:00:00,2018-11-02 19:12:47,110.7947,21.6534,已安装符合部标,是,2018-10-24,营运
177,粤G58530,蓝色,出租客运,是,广东,湛江,城区,,G1030326,湛江市东锐小汽车出租有限公司,,,,未知,,2011/5/5 16:00:38,0,0,其他,是,2015-10-16,报废
178,粤GK7099,黄色,重型货车,是,广东,湛江,雷州,客路,G2017376,王梓朋,1443364875,广州航德信息科技有限公司,10476,北斗,2017/7/13 0:00:00,2018-11-02 19:11:51,109.8754,21.2816,已安装符合部标+北斗,是,2018-08-21,营运
179,粤GRG609,黄色,,否,广东,湛江,,,,,1443364873,湛江市普耐德电子科技有限公司,10005,JT808,2017/6/27 11:05:52,2018-11-02 19:13:47,110.2565,21.3862,已安装符合部标,是,,
180,粤G58F48,蓝色,出租客运,是,广东,湛江,城区,,G1030394,湛江市湛汽小汽车出租有限公司,1443364870,湛江半岛北斗天云卫星定位系统有限公司,10375,北斗,2016/12/7 11:40:47,2018-11-02 19:13:56,110.3299,21.2393,已安装符合部标+北斗,是,2018-07-15,营运
181,粤G47882,黄色,重型货车,是,广东,湛江,坡头,南调,G1029142,湛江市坡头区永利沙石土运输有限公司,1443364880,湛江博佳电子科技有限公司,10730,北斗,2011/8/9 0:00:00,2018-11-02 19:13:57,110.5092,21.2897,已安装符合部标+北斗,是,2018-01-23,营运
